ST,Year,Paid Licenses Holders,Resident Licenses,Non-Resident Licenses,Total Licenses,Gross Cost
KY,2010,339483.00,499322.00,63664.00,562986.00,15167121.00
KY,2011,328321.00,478817.00,59165.00,537982.00,15002646.00
KY,2012,336463.00,520526.00,58500.00,579026.00,15528721.00
KY,2013,330238.00,486527.00,79545.00,566072.00,15447775.00
KY,2014,326976.00,494854.00,84008.00,578862.00,15777338.00
KY,2015,340902.00,504097.00,90292.00,594389.00,16219035.00
KY,2016,356500.00,520032.00,97097.00,617129.00,17236301.00
KY,2017,353098.00,514062.00,100058.00,614120.00,19369862.00
KY,2018,352408.00,512113.00,102629.00,614742.00,19787571.00
KY,2019,346161.00,494892.00,109815.00,604707.00,19835262.00
KY,2020,334342.00,468895.00,112338.00,581233.00,19369805.00
KY,2021,319690.00,432216.00,114649.00,546865.00,20951851.00
LA,1970,337641.00,450372.00,10279.00,460651.00,957482.00
LA,1971,348635.00,464390.00,12333.00,476723.00,1000891.00
LA,1972,337609.00,457577.00,11589.00,469166.00,986360.00
LA,1973,335127.00,478254.00,12547.00,490801.00,1033632.00
LA,1974,352832.00,495426.00,12939.00,508365.00,1099517.00
LA,1975,336380.00,476806.00,10693.00,487499.00,2468190.00
LA,1976,337139.00,479468.00,11718.00,491186.00,2571765.00
LA,1977,360142.00,502751.00,13746.00,516497.00,2732840.00
LA,1978,358811.00,510224.00,13295.00,523519.00,2757265.00
LA,1979,367704.00,533451.00,11406.00,544857.00,2834490.00
LA,1980,384223.00,561436.00,12226.00,573662.00,2984995.00
LA,1981,397755.00,592339.00,12964.00,605303.00,3153790.00
LA,1982,402096.00,609190.00,9879.00,619069.00,3242735.00
LA,1983,413332.00,622522.00,10828.00,633350.00,3311490.00
LA,1984,392263.00,603431.00,11273.00,614704.00,3368230.00
LA,1985,396490.00,387344.00,9146.00,396490.00,2829795.00
LA,1986,369216.00,518627.00,8535.00,527162.00,3237720.00
LA,1987,326377.00,530692.00,8373.00,539065.00,5680459.00
LA,1988,311959.00,505069.00,9284.00,514353.00,5815505.00
LA,1989,288534.00,485824.00,8001.00,493825.00,5485156.00
LA,1990,272202.00,540526.00,13558.00,554084.00,5659316.00
LA,1991,279021.00,542739.00,15260.00,557999.00,5792976.00
LA,1992,274881.00,537000.00,15530.00,552530.00,5866623.00
LA,1993,274440.00,540384.00,16873.00,557257.00,6063567.00
LA,1994,267324.00,534249.00,13783.00,548032.00,5995224.00
LA,1995,266609.00,540024.00,16354.00,556378.00,6116422.00
LA,1996,267347.00,257850.00,9497.00,267347.00,6378143.00
LA,1997,266746.00,569268.00,21946.00,591214.00,6598784.00
LA,1998,271207.00,586856.00,24228.00,611084.00,7046546.00
LA,1999,271541.00,588158.00,27394.00,615552.00,7254129.00
LA,2000,278521.00,611485.00,31589.00,643074.00,7655111.00
LA,2001,270907.00,254251.00,16656.00,270907.00,12624066.00
LA,2002,272912.00,587205.00,36666.00,623871.00,10748890.00
LA,2003,268793.00,561943.00,34614.00,596557.00,10010776.00
LA,2004,272912.00,587205.00,36666.00,623871.00,10748890.00
LA,2005,268793.00,561943.00,34614.00,596557.00,10010776.00
LA,2006,277108.00,567984.00,34245.00,602229.00,9707094.00
LA,2007,280167.00,732538.00,29257.00,761795.00,9107216.00
LA,2008,269471.00,225656.00,11962.00,237618.00,4766408.00
LA,2009,293224.00,242001.00,15133.00,257134.00,5271430.00
LA,2010,304661.00,248152.00,16787.00,264939.00,5483530.00
LA,2011,314846.00,255273.00,15440.00,270713.00,5281036.00
LA,2012,325446.00,560817.00,38699.00,599516.00,9269111.50
LA,2013,345525.00,578733.00,42655.00,621388.00,9556402.00
LA,2014,358153.00,600709.00,45203.00,645912.00,9618204.00
LA,2015,370528.00,611406.00,47759.00,659165.00,9830975.00
LA,2016,386310.00,624691.00,52891.00,677582.00,10142678.00
LA,2017,395322.00,621024.00,55476.00,676500.00,10285751.00
LA,2018,398808.00,605336.00,53323.00,658659.00,9997994.00
LA,2019,396233.00,572812.00,54198.00,627010.00,9603482.00
LA,2020,396621.00,554753.00,52585.00,607338.00,10156375.00
LA,2021,424918.00,522414.00,52724.00,575138.00,9595049.00
MA,1970,118518.00,140686.00,1821.00,142507.00,565840.00
MA,1971,119376.00,146142.00,2271.00,148413.00,600806.00
MA,1972,120944.00,158304.00,2075.00,160379.00,602255.00
MA,1973,107389.00,140286.00,1863.00,142149.00,763196.00
MA,1974,113709.00,170658.00,1533.00,172191.00,937348.00
MA,1975,111945.00,197511.00,1385.00,198896.00,952050.00
MA,1976,115913.00,201833.00,1704.00,203537.00,1007227.00
MA,1977,106125.00,187720.00,1606.00,189326.00,923420.00
MA,1978,108570.00,164387.00,1962.00,166349.00,941658.00
MA,1979,110931.00,169999.00,2250.00,172249.00,960783.00
MA,1980,114631.00,177679.00,2546.00,180225.00,1100313.00
MA,1981,118131.00,189379.00,2518.00,191897.00,1274975.00
MA,1982,115676.00,194163.00,2824.00,196987.00,1344938.00
MA,1983,117800.00,193685.00,3018.00,196703.00,1540383.00
MA,1984,108740.00,181493.00,2932.00,184425.00,1440042.00
MA,1985,113769.00,192443.00,3017.00,195460.00,1508567.00
MA,1986,110457.00,189478.00,3242.00,192720.00,1485642.00
MA,1987,96695.00,179948.00,2859.00,182807.00,1344351.00
MA,1988,125703.00,212816.00,3674.00,216490.00,1695441.00
MA,1989,111876.00,196959.00,3269.00,200228.00,1545615.00
MA,1990,116300.00,208016.00,4278.00,212294.00,1610271.00
MA,1991,112519.00,207579.00,4382.00,211961.00,1599559.00
MA,1992,111971.00,206572.00,4018.00,210590.00,1585627.00
MA,1993,100762.00,261038.00,7347.00,268385.00,1907111.00
MA,1994,100762.00,261038.00,7347.00,268385.00,1907111.00
MA,1995,99397.00,253693.00,10975.00,264668.00,1889542.00
MA,1996,61993.00,245355.00,4919.00,250274.00,2220787.00
MA,1997,83443.00,254417.00,5074.00,259491.00,2655599.00
MA,1998,75070.00,241027.00,8494.00,249521.00,2469088.00
MA,1999,74241.00,237013.00,4759.00,241772.00,2432062.00
MA,2000,68866.00,238335.00,4991.00,243326.00,2359911.00
MA,2001,62024.00,202164.00,5011.00,207175.00,2076086.00
MA,2002,68488.00,217894.00,6115.00,224009.00,2286070.00
MA,2003,56662.00,204885.00,5465.00,210350.00,1931205.00
MA,2004,68488.00,217984.00,6115.00,224099.00,2286070.00
MA,2005,56662.00,204885.00,5465.00,210350.00,1931205.00
MA,2006,69500.00,228081.00,7036.00,235117.00,2393180.00
MA,2007,59016.00,208403.00,14110.00,222513.00,2193378.00
MA,2008,57193.00,204875.00,15140.00,220015.00,2130538.00
MA,2009,59158.00,205422.00,15223.00,220645.00,1708890.00
MA,2010,57153.00,209850.00,14596.00,224446.00,1826221.00
MA,2011,59470.00,220371.00,14480.00,234851.00,1901273.50
MA,2012,57346.00,364612.00,25401.00,390013.00,2659731.00
MA,2013,57641.00,212730.00,14757.00,227487.00,1853277.00
MA,2014,61204.00,237861.00,12917.00,250778.00,1985889.00
MA,2015,56797.00,233037.00,13472.00,246509.00,2307232.00
MA,2016,59669.00,238539.00,15186.00,253725.00,2372184.00
MA,2017,57973.00,237525.00,14687.00,252212.00,2380540.00
MA,2018,57921.00,246052.00,15504.00,261556.00,2406096.00
MA,2019,57970.00,244831.00,16138.00,260969.00,2408754.00
MA,2020,56985.00,240449.00,16202.00,256651.00,2367256.00
MA,2021,55139.00,239101.00,17849.00,256950.00,2355086.00
MD,1970,186277.00,256610.00,9221.00,265831.00,1411200.00
MD,1971,193336.00,273174.00,9760.00,282934.00,1508728.00
MD,1972,192213.00,279551.00,10919.00,290470.00,1561533.00
MD,1973,186117.00,265904.00,10521.00,276425.00,1685574.00
MD,1974,190321.00,277170.00,10687.00,287857.00,1744032.00
MD,1975,194448.00,335124.00,12263.00,347387.00,1876787.00
MD,1976,183726.00,353069.00,13877.00,366946.00,2135282.00
MD,1977,193855.00,366458.00,33761.00,400219.00,2258205.00
MD,1978,181008.00,354886.00,35803.00,390689.00,2258541.00
MD,1979,171914.00,342861.00,34702.00,377563.00,2254399.00
MD,1980,169971.00,340561.00,40664.00,381225.00,2294409.00
MD,1981,169405.00,317534.00,28312.00,345846.00,2525371.00
MD,1982,172738.00,318431.00,36782.00,355213.00,2733961.00
MD,1983,174318.00,302464.00,49204.00,351668.00,2829655.00
MD,1984,171383.00,343177.00,57111.00,400288.00,2876566.00
MD,1985,171214.00,340868.00,61035.00,401903.00,3184723.00
MD,1986,175488.00,353094.00,63087.00,416181.00,4272178.00
MD,1987,176125.00,361315.00,60631.00,421946.00,3240211.00
MD,1988,177213.00,371038.00,62042.00,433080.00,3334526.00
MD,1989,164943.00,202577.00,37188.00,239765.00,4442643.00
MD,1990,141917.00,202803.00,23866.00,226669.00,4045815.00
MD,1991,157356.00,211423.00,27260.00,238683.00,4349719.00
MD,1992,158765.00,213129.00,28870.00,241999.00,4451864.00
MD,1993,158528.00,209067.00,30103.00,239170.00,4442707.00
MD,1994,149291.00,193694.00,27297.00,220991.00,4105202.00
MD,1995,150992.00,204928.00,21500.00,226428.00,4252395.00
MD,1996,143756.00,193794.00,18751.00,212545.00,4000754.00
MD,1997,140859.00,189430.00,19491.00,208921.00,3971621.00
MD,1998,142909.00,192574.00,20859.00,213433.00,4070855.00
MD,1999,135436.00,185956.00,35184.00,221140.00,4421913.00
MD,2000,133810.00,188344.00,32999.00,221343.00,4504331.00
MD,2001,136416.00,195152.00,35610.00,230762.00,4680657.00
MD,2002,128569.00,304424.00,25283.00,329707.00,4678827.00
MD,2003,123699.00,264537.00,29384.00,293921.00,5379334.00
MD,2004,128569.00,304424.00,25283.00,329707.00,4678827.00
MD,2005,123699.00,264537.00,29384.00,293921.00,5379334.00
MD,2006,120914.00,140825.00,27531.00,168356.00,5644267.00
MD,2007,122371.00,263747.00,46983.00,310730.00,5724554.00
MD,2008,118708.00,257355.00,46424.00,303779.00,5832018.00
MD,2009,123994.00,286759.00,51989.00,338748.00,6281837.00
MD,2010,120630.00,268935.00,52839.00,321774.00,6182140.00
MD,2011,121982.00,273387.00,52634.00,326021.00,6213687.00
MD,2012,119969.00,270237.00,53038.00,323275.00,6158058.00
MD,2013,120321.00,0.00,0.00,0.00,0.00
MD,2014,118997.00,291913.00,59091.00,351004.00,6473257.00
MD,2015,124187.00,282522.00,56797.00,339319.00,6127070.00
MD,2016,129376.00,103933.00,25443.00,129376.00,7061276.00
MD,2017,123833.00,282928.00,60567.00,343495.00,6579461.00
MD,2018,120334.00,284941.00,60270.00,345211.00,6369051.00
MD,2019,120814.00,281145.00,63594.00,344739.00,6444394.00
MD,2020,119202.00,280815.00,64512.00,345327.00,6437254.00
MD,2021,116702.00,272730.00,65204.00,337934.00,6347391.00
ME,1970,202766.00,162395.00,40554.00,202949.00,1893110.00
ME,1970,179542.00,318993.00,28912.00,347905.00,1499786.00
ME,1971,219373.00,175497.00,43876.00,219373.00,1976882.00
ME,1971,194952.00,341732.00,38621.00,380353.00,1779626.00
ME,1972,195622.00,155643.00,40155.00,195798.00,1867227.00
ME,1972,203108.00,352029.00,45060.00,397089.00,1883134.00
ME,1973,194336.00,162488.00,32023.00,194511.00,2108690.00
ME,1973,198223.00,341260.00,47150.00,388410.00,1837588.00
ME,1974,205930.00,170999.00,35535.00,206534.00,2408745.00
ME,1974,200444.00,398180.00,44240.00,442420.00,1998652.00
ME,1975,217663.00,182645.00,35741.00,218386.00,2501029.00
ME,1975,204925.00,363242.00,36384.00,399626.00,1963743.00
ME,1976,226559.00,189859.00,37606.00,227465.00,2707603.00
ME,1976,182212.00,329568.00,29055.00,358623.00,1813420.00
ME,1977,214827.00,182740.00,32087.00,214827.00,3001297.00
ME,1977,178625.00,319006.00,29322.00,348328.00,1763427.00
ME,1978,226612.00,193538.00,33074.00,226612.00,3597180.00
ME,1978,151132.00,285259.00,26369.00,311628.00,2882060.00
ME,1979,234418.00,199101.00,35317.00,234418.00,3289548.00
ME,1979,167505.00,306165.00,37893.00,344058.00,3206900.00
ME,1980,239353.00,204196.00,36428.00,240624.00,3577496.00
ME,1980,175101.00,317268.00,42810.00,360078.00,3396700.00
ME,1981,226397.00,195134.00,36919.00,232053.00,3863287.00
ME,1981,184005.00,332985.00,46116.00,379101.00,3612400.00
ME,1982,232980.00,200822.00,37487.00,238309.00,3972639.00
ME,1982,187653.00,337574.00,51962.00,389536.00,3805784.00
ME,1983,241733.00,208952.00,38072.00,247024.00,4066366.00
ME,1983,173926.00,321337.00,42858.00,364195.00,4247552.00
ME,1984,219226.00,185170.00,37998.00,223168.00,4050543.00
ME,1984,173634.00,324574.00,40872.00,365446.00,4297600.00
ME,1985,210078.00,205420.00,37342.00,242762.00,4636641.00
ME,1985,146709.00,298734.00,30336.00,329070.00,3940400.00
ME,1986,206464.00,216704.00,35479.00,252183.00,4860361.00
ME,1986,153116.00,306204.00,33214.00,339418.00,4139789.00
ME,1987,203376.00,202680.00,36682.00,239362.00,5068401.00
ME,1987,157071.00,312364.00,35992.00,348356.00,4282349.00
ME,1988,205467.00,207901.00,39160.00,247061.00,5412741.00
ME,1988,165963.00,329653.00,40034.00,369687.00,4525209.00
ME,1989,220263.00,216475.00,44849.00,261324.00,5971060.00
ME,1989,169199.00,311426.00,42516.00,353942.00,4690146.00
ME,1990,214518.00,208528.00,45467.00,253995.00,5949358.00
ME,1990,169888.00,355328.00,46274.00,401602.00,5059392.00
ME,1991,208518.00,203089.00,42521.00,245610.00,6964282.00
ME,1991,168311.00,327855.00,43993.00,371848.00,5202714.00
ME,1992,211196.00,179232.00,41533.00,220765.00,6847279.00
ME,1992,169933.00,327489.00,46980.00,374469.00,5266213.00
ME,1993,214135.00,183218.00,41839.00,225057.00,6924421.00
ME,1993,170059.00,319758.00,51086.00,370844.00,5358768.00
ME,1994,206801.00,177851.00,41337.00,219188.00,7112306.00
ME,1994,170225.00,321988.00,48102.00,370090.00,5327066.00
ME,1995,203669.00,178246.00,39307.00,217553.00,7460993.00
ME,1995,185329.00,343303.00,61414.00,404717.00,5978371.00
ME,1996,202235.00,176838.00,37595.00,214433.00,7483456.00
ME,1996,191006.00,347696.00,62412.00,410108.00,6187791.00
ME,1997,196822.00,170011.00,39009.00,209020.00,7594471.00
ME,1997,189364.00,343765.00,58330.00,402095.00,6867951.00
ME,1998,201140.00,161691.00,39449.00,201140.00,6176533.00
ME,1998,180684.00,349715.00,63973.00,413688.00,7339662.00
ME,1999,207004.00,166147.00,40857.00,207004.00,6060250.00
ME,1999,186452.00,353847.00,67147.00,420994.00,7681904.00
ME,2000,208666.00,167789.00,40877.00,208666.00,6101552.00
ME,2000,184903.00,361217.00,66886.00,428103.00,7957139.00
ME,2001,198923.00,168409.00,40558.00,208967.00,6139068.00
ME,2001,177757.00,361000.00,63962.00,424962.00,7917848.00
ME,2002,197908.00,210863.00,49105.00,259968.00,7225175.00
ME,2002,174927.00,338707.00,55398.00,394105.00,9110824.00
ME,2003,201136.00,217930.00,47675.00,265605.00,7127981.00
ME,2004,197908.00,210863.00,49105.00,259968.00,7225175.00
ME,2005,201136.00,217930.00,47675.00,265605.00,7127981.00
ME,2006,205600.00,212677.00,47685.00,260362.00,7670701.00
ME,2007,199102.00,207998.00,45865.00,253863.00,7482779.00
ME,2008,195568.00,233731.00,45044.00,278775.00,8376129.00
ME,2009,195568.00,233731.00,45044.00,278775.00,8376129.00
ME,2010,196160.00,233404.00,43089.00,276493.00,8233351.00
ME,2011,193436.00,224150.00,39917.00,264067.00,7817045.00
ME,2012,191280.00,224354.00,37050.00,261404.00,7488127.00
ME,2013,189120.00,216364.00,35624.00,251988.00,7969557.00
ME,2014,175196.00,213336.00,33762.00,247098.00,7756019.00
ME,2015,165781.00,219149.00,34328.00,253477.00,7844318.00
ME,2016,168890.00,224221.00,35633.00,259854.00,8163831.00
ME,2017,166051.00,218141.00,34622.00,252763.00,7958709.00
ME,2018,163191.00,214767.00,34323.00,249090.00,7871779.00
ME,2019,162065.00,211305.00,34087.00,245392.00,7890406.00
ME,2020,154580.00,199058.00,33231.00,232289.00,7587437.00
ME,2021,201370.00,193326.00,33866.00,227192.00,7587451.00
MI,1970,941025.00,1306772.00,25585.00,1332357.00,6185883.00
MI,1971,941426.00,1276430.00,23338.00,1299768.00,6180310.00
MI,1972,785752.00,1057415.00,19675.00,1077090.00,7233282.00
MI,1973,753808.00,1045961.00,18524.00,1064485.00,7220703.00
MI,1974,876800.00,1248818.00,23257.00,1272075.00,8775406.00
MI,1975,955588.00,1303262.00,25704.00,1328966.00,9331180.00
MI,1976,945735.00,1199199.00,26724.00,1225923.00,8814499.00
MI,1977,921858.00,1263766.00,30273.00,1294039.00,9647088.00
MI,1978,953255.00,1185486.00,31994.00,1217480.00,9407140.00
MI,1979,960594.00,1121014.00,30471.00,1151485.00,8988212.00
